4;24;O;-;phebade;B
4;27;O;-;alpinien;
5;1;S;W;theodard;B
6;15;O;-;germaine_cousin;V
8;15;S;W;mary_assumption_montauban;
8;16;O;-;roch;
9;2;O;-;antonin_pamiers;M
9;19;O;-;emilie_rodat;V
10;30;S;W;ded_cath
11;15;O;-;didier_cahors;B
11;29;M;R;saturnin;B&M
12;5;O;-;geraud_braga;B
