1;28;F;W;thomas_aquinas;p&D
1;30;M;W;pierre_nolasque;rM
5;15;M;W;erembert;B
5;16;O;-;germier;B
5;20;M;W;hilaire_sylve;Bb
5;29;O;-;raymond_escriban;
6;13;M;R;aventin_larboust;M
6;15;F;W;germaine_cousin;V
6;16;M;W;jean_francois_regis;p
6;17;O;-;marie_joseph_cassant;p&m
6;20;O;-;raymond_barbastro;B
11;29;S;R;saturnin;B&M
12;11;M;W;paul_narbonne;B
12;26;S;R;etienne_cath;
