1;15;O;-;tarcisse;V
2;19;O;-;georges_rodez;m
4;30;S;W;africanus;B
5;8;M;W;notre_dame_ceignac;
6;20;S;W;ded_cath
8;15;S;W;mary_assumption_rodez;
8;16;O;-;roch;
9;2;O;-;martyrs_septembre_cahors_rodez;Mm
9;19;F;W;emilie_rodat;V
10;6;F;R;foy_agen;V&M
10;11;O;-;gausbert_bernard;Abb
11;13;M;W;dalmas_quintien;Bb
