1;28;F;W;thomas_aquinas;p&D;
2;11;F;W;ND_Lourdes;
7;4;F;W;martin_ordination;B
9;22;M;R;maurice;M
10;12;O;-;bon_larron;
11;5;O;-;holy_relics;
11;11;S;W;martin_tours;B;
11;21;F;W;mary_presentation;
11;27;O;-;medaille_miraculeuse;
